timestamp_audit,system_status,surge_gross_gain_inr,discount_gross_loss_inr,net_telemetry_delta_inr,surge_allocation_pct,discount_allocation_pct,baseline_allocation_pct,congestion_probability_before,congestion_probability_after,congestion_reduction_proxy_pct,customer_response_rate_proxy_pct,pricing_efficiency_score_inr_per_kwh,off_peak_uplift_kwh
2026-06-06 14:45:16.071546,NOMINAL PERFORMANCE,37460863.56644383,-1917064.9010218019,35543798.66542203,44.465198329312265,15.778140970762966,39.756660699924765,0.5724550048774046,0.35947414674900474,37.20482069573508,5.805309765184567,18.019798803568897,41227.202172511665
