context_tag,samples,r2_score,mean_absolute_error_kwh,root_mean_squared_error_kwh,mean_actual_kwh,mean_predicted_kwh,mean_predicted_utilization_rate,mean_congestion_probability
UrbanPublic_UrbanEV,35568,0.9785447622076529,61.27803977990868,187.48825803880356,487.69661944442925,484.3877770368159,0.6694147608835074,0.55053662332585
Workplace_ACN,2979,0.00699955218784587,6.09822089798211,8.563020519121814,9.202742749935473,9.150582424303396,0.8071754801117389,0.834151209988413
